Rainfall - (MM), Year, Statistics, Country, ISO3
38.5314, 2009, Nov Average, Somalia, SOM
15.5914, 2009, Dec Average, Somalia, SOM
3.22735, 2010, Jan Average, Somalia, SOM
4.25441, 2010, Feb Average, Somalia, SOM
16.3755, 2010, Mar Average, Somalia, SOM
60.7944, 2010, Apr Average, Somalia, SOM
33.071, 2010, May Average, Somalia, SOM
17.4559, 2010, Jun Average, Somalia, SOM
13.8826, 2010, Jul Average, Somalia, SOM
9.00602, 2010, Aug Average, Somalia, SOM
13.3593, 2010, Sep Average, Somalia, SOM
46.6301, 2010, Oct Average, Somalia, SOM
14.4103, 2010, Nov Average, Somalia, SOM
10.2451, 2010, Dec Average, Somalia, SOM
3.61492, 2011, Jan Average, Somalia, SOM
3.12672, 2011, Feb Average, Somalia, SOM
13.2965, 2011, Mar Average, Somalia, SOM
43.5621, 2011, Apr Average, Somalia, SOM
64.8042, 2011, May Average, Somalia, SOM
16.7976, 2011, Jun Average, Somalia, SOM
13.3856, 2011, Jul Average, Somalia, SOM
11.7017, 2011, Aug Average, Somalia, SOM
11.3208, 2011, Sep Average, Somalia, SOM
45.234, 2011, Oct Average, Somalia, SOM
38.8092, 2011, Nov Average, Somalia, SOM
42.6856, 2011, Dec Average, Somalia, SOM
4.89274, 2012, Jan Average, Somalia, SOM
4.00845, 2012, Feb Average, Somalia, SOM
13.4071, 2012, Mar Average, Somalia, SOM
49.4405, 2012, Apr Average, Somalia, SOM
45.7281, 2012, May Average, Somalia, SOM
16.8618, 2012, Jun Average, Somalia, SOM
12.9378, 2012, Jul Average, Somalia, SOM
11.0868, 2012, Aug Average, Somalia, SOM
12.2665, 2012, Sep Average, Somalia, SOM
38.9793, 2012, Oct Average, Somalia, SOM
29.7099, 2012, Nov Average, Somalia, SOM
7.54737, 2012, Dec Average, Somalia, SOM
3.59992, 2013, Jan Average, Somalia, SOM
2.88945, 2013, Feb Average, Somalia, SOM
24.8993, 2013, Mar Average, Somalia, SOM
45.7448, 2013, Apr Average, Somalia, SOM
74.116, 2013, May Average, Somalia, SOM
21.88, 2013, Jun Average, Somalia, SOM
12.8651, 2013, Jul Average, Somalia, SOM
10.2062, 2013, Aug Average, Somalia, SOM
10.1491, 2013, Sep Average, Somalia, SOM
49.6111, 2013, Oct Average, Somalia, SOM
71.4403, 2013, Nov Average, Somalia, SOM
9.37275, 2013, Dec Average, Somalia, SOM
3.23911, 2014, Jan Average, Somalia, SOM
8.97081, 2014, Feb Average, Somalia, SOM
8.86461, 2014, Mar Average, Somalia, SOM
45.077, 2014, Apr Average, Somalia, SOM
45.0016, 2014, May Average, Somalia, SOM
13.5434, 2014, Jun Average, Somalia, SOM
14.5423, 2014, Jul Average, Somalia, SOM
10.0353, 2014, Aug Average, Somalia, SOM
15.0183, 2014, Sep Average, Somalia, SOM
55.339, 2014, Oct Average, Somalia, SOM
36.6414, 2014, Nov Average, Somalia, SOM
9.30227, 2014, Dec Average, Somalia, SOM
3.25365, 2015, Jan Average, Somalia, SOM
2.90429, 2015, Feb Average, Somalia, SOM
12.5311, 2015, Mar Average, Somalia, SOM
59.1215, 2015, Apr Average, Somalia, SOM
62.0064, 2015, May Average, Somalia, SOM
19.9339, 2015, Jun Average, Somalia, SOM
13.7898, 2015, Jul Average, Somalia, SOM
10.3899, 2015, Aug Average, Somalia, SOM
16.6882, 2015, Sep Average, Somalia, SOM
81.4497, 2015, Oct Average, Somalia, SOM
34.3021, 2015, Nov Average, Somalia, SOM
5.90607, 2015, Dec Average, Somalia, SOM
2.99773, 2016, Jan Average, Somalia, SOM
2.95, 2016, Feb Average, Somalia, SOM
8.53286, 2016, Mar Average, Somalia, SOM
74.0308, 2016, Apr Average, Somalia, SOM
39.3492, 2016, May Average, Somalia, SOM
8.10395, 2016, Jun Average, Somalia, SOM
32.5269, 2016, Jul Average, Somalia, SOM
8.53463, 2016, Aug Average, Somalia, SOM
9.13324, 2016, Sep Average, Somalia, SOM
19.0729, 2016, Oct Average, Somalia, SOM
80.2804, 2016, Nov Average, Somalia, SOM
43.306, 2016, Dec Average, Somalia, SOM
178.427, 1991, Jan Average, Suriname, SUR
107.205, 1991, Feb Average, Suriname, SUR
182.491, 1991, Mar Average, Suriname, SUR
298.282, 1991, Apr Average, Suriname, SUR
294.763, 1991, May Average, Suriname, SUR
342.017, 1991, Jun Average, Suriname, SUR
251.57, 1991, Jul Average, Suriname, SUR
202.967, 1991, Aug Average, Suriname, SUR
122.674, 1991, Sep Average, Suriname, SUR
34.1073, 1991, Oct Average, Suriname, SUR
47.0127, 1991, Nov Average, Suriname, SUR
154.154, 1991, Dec Average, Suriname, SUR
114.028, 1992, Jan Average, Suriname, SUR
214.34, 1992, Feb Average, Suriname, SUR
202.104, 1992, Mar Average, Suriname, SUR
247.779, 1992, Apr Average, Suriname, SUR
284.916, 1992, May Average, Suriname, SUR
284.487, 1992, Jun Average, Suriname, SUR
196.401, 1992, Jul Average, Suriname, SUR
139.666, 1992, Aug Average, Suriname, SUR
19.0641, 1992, Sep Average, Suriname, SUR
33.0189, 1992, Oct Average, Suriname, SUR
65.9328, 1992, Nov Average, Suriname, SUR
129.925, 1992, Dec Average, Suriname, SUR
281.034, 1993, Jan Average, Suriname, SUR
141.075, 1993, Feb Average, Suriname, SUR
343.692, 1993, Mar Average, Suriname, SUR
231.455, 1993, Apr Average, Suriname, SUR
388.546, 1993, May Average, Suriname, SUR
336.139, 1993, Jun Average, Suriname, SUR
163.503, 1993, Jul Average, Suriname, SUR
138.323, 1993, Aug Average, Suriname, SUR
80.3211, 1993, Sep Average, Suriname, SUR
64.1776, 1993, Oct Average, Suriname, SUR
157.863, 1993, Nov Average, Suriname, SUR
155.92, 1993, Dec Average, Suriname, SUR
139.096, 1994, Jan Average, Suriname, SUR
216.099, 1994, Feb Average, Suriname, SUR
228.558, 1994, Mar Average, Suriname, SUR
320.102, 1994, Apr Average, Suriname, SUR
396.616, 1994, May Average, Suriname, SUR
362.122, 1994, Jun Average, Suriname, SUR
255.208, 1994, Jul Average, Suriname, SUR
181.171, 1994, Aug Average, Suriname, SUR
87.4937, 1994, Sep Average, Suriname, SUR
60.1864, 1994, Oct Average, Suriname, SUR
120.805, 1994, Nov Average, Suriname, SUR
87.5739, 1994, Dec Average, Suriname, SUR
115.343, 1995, Jan Average, Suriname, SUR
64.9306, 1995, Feb Average, Suriname, SUR
250.378, 1995, Mar Average, Suriname, SUR
125.295, 1995, Apr Average, Suriname, SUR
291.242, 1995, May Average, Suriname, SUR
416.604, 1995, Jun Average, Suriname, SUR
238.535, 1995, Jul Average, Suriname, SUR
139.314, 1995, Aug Average, Suriname, SUR
55.6413, 1995, Sep Average, Suriname, SUR
38.2318, 1995, Oct Average, Suriname, SUR
107.782, 1995, Nov Average, Suriname, SUR
109.018, 1995, Dec Average, Suriname, SUR
316.097, 1996, Jan Average, Suriname, SUR
380.508, 1996, Feb Average, Suriname, SUR
188.3, 1996, Mar Average, Suriname, SUR
75.5824, 1996, Apr Average, Suriname, SUR
369.075, 1996, May Average, Suriname, SUR
453.426, 1996, Jun Average, Suriname, SUR
315.132, 1996, Jul Average, Suriname, SUR
161.193, 1996, Aug Average, Suriname, SUR
73.7735, 1996, Sep Average, Suriname, SUR
38.7863, 1996, Oct Average, Suriname, SUR
112.157, 1996, Nov Average, Suriname, SUR
120.124, 1996, Dec Average, Suriname, SUR
305.203, 1997, Jan Average, Suriname, SUR
349.825, 1997, Feb Average, Suriname, SUR
115.051, 1997, Mar Average, Suriname, SUR
176.408, 1997, Apr Average, Suriname, SUR
341.143, 1997, May Average, Suriname, SUR
238.287, 1997, Jun Average, Suriname, SUR
220.358, 1997, Jul Average, Suriname, SUR
74.7175, 1997, Aug Average, Suriname, SUR
30.2366, 1997, Sep Average, Suriname, SUR
27.079, 1997, Oct Average, Suriname, SUR
49.4979, 1997, Nov Average, Suriname, SUR
164.783, 1997, Dec Average, Suriname, SUR
116.287, 1998, Jan Average, Suriname, SUR
47.0669, 1998, Feb Average, Suriname, SUR
84.7851, 1998, Mar Average, Suriname, SUR
359.94, 1998, Apr Average, Suriname, SUR
354.176, 1998, May Average, Suriname, SUR
352.95, 1998, Jun Average, Suriname, SUR
170.286, 1998, Jul Average, Suriname, SUR
138.426, 1998, Aug Average, Suriname, SUR
74.9313, 1998, Sep Average, Suriname, SUR
46.9383, 1998, Oct Average, Suriname, SUR
72.2145, 1998, Nov Average, Suriname, SUR
172.94, 1998, Dec Average, Suriname, SUR
273.99, 1999, Jan Average, Suriname, SUR
208.447, 1999, Feb Average, Suriname, SUR
191.277, 1999, Mar Average, Suriname, SUR
274.596, 1999, Apr Average, Suriname, SUR
234.254, 1999, May Average, Suriname, SUR
278.357, 1999, Jun Average, Suriname, SUR
243.694, 1999, Jul Average, Suriname, SUR
271.52, 1999, Aug Average, Suriname, SUR
84.765, 1999, Sep Average, Suriname, SUR
86.1289, 1999, Oct Average, Suriname, SUR
20.6923, 1999, Nov Average, Suriname, SUR
130.353, 1999, Dec Average, Suriname, SUR
346.001, 2000, Jan Average, Suriname, SUR
284.054, 2000, Feb Average, Suriname, SUR
214.499, 2000, Mar Average, Suriname, SUR
394.596, 2000, Apr Average, Suriname, SUR
449.21, 2000, May Average, Suriname, SUR
307.155, 2000, Jun Average, Suriname, SUR
235.626, 2000, Jul Average, Suriname, SUR
181.72, 2000, Aug Average, Suriname, SUR
64.2293, 2000, Sep Average, Suriname, SUR
75.1581, 2000, Oct Average, Suriname, SUR
86.3185, 2000, Nov Average, Suriname, SUR
178.586, 2000, Dec Average, Suriname, SUR
193.126, 2001, Jan Average, Suriname, SUR
75.7537, 2001, Feb Average, Suriname, SUR
97.4058, 2001, Mar Average, Suriname, SUR
172.696, 2001, Apr Average, Suriname, SUR
352.725, 2001, May Average, Suriname, SUR
256.506, 2001, Jun Average, Suriname, SUR
243.678, 2001, Jul Average, Suriname, SUR
90.566, 2001, Aug Average, Suriname, SUR
112.277, 2001, Sep Average, Suriname, SUR
41.8662, 2001, Oct Average, Suriname, SUR
83.8512, 2001, Nov Average, Suriname, SUR
139.751, 2001, Dec Average, Suriname, SUR
167.809, 2002, Jan Average, Suriname, SUR
119.975, 2002, Feb Average, Suriname, SUR
206.52, 2002, Mar Average, Suriname, SUR
370.582, 2002, Apr Average, Suriname, SUR
345.59, 2002, May Average, Suriname, SUR
320.712, 2002, Jun Average, Suriname, SUR
203.757, 2002, Jul Average, Suriname, SUR
178.526, 2002, Aug Average, Suriname, SUR
43.3955, 2002, Sep Average, Suriname, SUR
39.5737, 2002, Oct Average, Suriname, SUR
82.8512, 2002, Nov Average, Suriname, SUR
171.066, 2002, Dec Average, Suriname, SUR
60.7292, 2003, Jan Average, Suriname, SUR
58.3498, 2003, Feb Average, Suriname, SUR
63.3573, 2003, Mar Average, Suriname, SUR
203.69, 2003, Apr Average, Suriname, SUR
465.818, 2003, May Average, Suriname, SUR
323.726, 2003, Jun Average, Suriname, SUR
260.946, 2003, Jul Average, Suriname, SUR
125.193, 2003, Aug Average, Suriname, SUR
68.9136, 2003, Sep Average, Suriname, SUR
39.8688, 2003, Oct Average, Suriname, SUR
97.8211, 2003, Nov Average, Suriname, SUR
104.956, 2003, Dec Average, Suriname, SUR
122.142, 2004, Jan Average, Suriname, SUR
102.34, 2004, Feb Average, Suriname, SUR
216.201, 2004, Mar Average, Suriname, SUR
405.373, 2004, Apr Average, Suriname, SUR
377.591, 2004, May Average, Suriname, SUR
289.901, 2004, Jun Average, Suriname, SUR
271.941, 2004, Jul Average, Suriname, SUR
162.631, 2004, Aug Average, Suriname, SUR
70.3633, 2004, Sep Average, Suriname, SUR
45.4858, 2004, Oct Average, Suriname, SUR
44.6701, 2004, Nov Average, Suriname, SUR
105.457, 2004, Dec Average, Suriname, SUR
334.873, 2005, Jan Average, Suriname, SUR
191.412, 2005, Feb Average, Suriname, SUR
199.008, 2005, Mar Average, Suriname, SUR
400.304, 2005, Apr Average, Suriname, SUR
391.587, 2005, May Average, Suriname, SUR
190.005, 2005, Jun Average, Suriname, SUR
304.255, 2005, Jul Average, Suriname, SUR
180.733, 2005, Aug Average, Suriname, SUR
46.4796, 2005, Sep Average, Suriname, SUR
43.0303, 2005, Oct Average, Suriname, SUR
78.514, 2005, Nov Average, Suriname, SUR
273.728, 2005, Dec Average, Suriname, SUR
385.607, 2006, Jan Average, Suriname, SUR
215.468, 2006, Feb Average, Suriname, SUR
175.814, 2006, Mar Average, Suriname, SUR
178.815, 2006, Apr Average, Suriname, SUR
390.397, 2006, May Average, Suriname, SUR
387.015, 2006, Jun Average, Suriname, SUR
237.055, 2006, Jul Average, Suriname, SUR
125.32, 2006, Aug Average, Suriname, SUR
50.4056, 2006, Sep Average, Suriname, SUR
43.9837, 2006, Oct Average, Suriname, SUR
116.159, 2006, Nov Average, Suriname, SUR
156.735, 2006, Dec Average, Suriname, SUR
187.12, 2007, Jan Average, Suriname, SUR
85.7952, 2007, Feb Average, Suriname, SUR
292.055, 2007, Mar Average, Suriname, SUR
362.92, 2007, Apr Average, Suriname, SUR
515.466, 2007, May Average, Suriname, SUR
296.973, 2007, Jun Average, Suriname, SUR
256.086, 2007, Jul Average, Suriname, SUR
180.539, 2007, Aug Average, Suriname, SUR
94.3155, 2007, Sep Average, Suriname, SUR
88.7461, 2007, Oct Average, Suriname, SUR
81.0324, 2007, Nov Average, Suriname, SUR
247.122, 2007, Dec Average, Suriname, SUR
160.582, 2008, Jan Average, Suriname, SUR
427.275, 2008, Feb Average, Suriname, SUR
191.476, 2008, Mar Average, Suriname, SUR
250.749, 2008, Apr Average, Suriname, SUR
399.161, 2008, May Average, Suriname, SUR
300.158, 2008, Jun Average, Suriname, SUR
260.297, 2008, Jul Average, Suriname, SUR
128.743, 2008, Aug Average, Suriname, SUR
83.8294, 2008, Sep Average, Suriname, SUR
71.3133, 2008, Oct Average, Suriname, SUR
34.3634, 2008, Nov Average, Suriname, SUR
277.182, 2008, Dec Average, Suriname, SUR
255.936, 2009, Jan Average, Suriname, SUR
244.811, 2009, Feb Average, Suriname, SUR
257.113, 2009, Mar Average, Suriname, SUR
262.555, 2009, Apr Average, Suriname, SUR
85.3053, 2009, May Average, Suriname, SUR
242.701, 2009, Jun Average, Suriname, SUR
178.776, 2009, Jul Average, Suriname, SUR
83.6355, 2009, Aug Average, Suriname, SUR
49.0346, 2009, Sep Average, Suriname, SUR
86.6995, 2009, Oct Average, Suriname, SUR
87.1091, 2009, Nov Average, Suriname, SUR
164.917, 2009, Dec Average, Suriname, SUR
126.484, 2010, Jan Average, Suriname, SUR
136.152, 2010, Feb Average, Suriname, SUR
222.474, 2010, Mar Average, Suriname, SUR
319.68, 2010, Apr Average, Suriname, SUR
403.04, 2010, May Average, Suriname, SUR
223.356, 2010, Jun Average, Suriname, SUR
287.361, 2010, Jul Average, Suriname, SUR
214.102, 2010, Aug Average, Suriname, SUR
88.0353, 2010, Sep Average, Suriname, SUR
56.0104, 2010, Oct Average, Suriname, SUR
104.233, 2010, Nov Average, Suriname, SUR
149.555, 2010, Dec Average, Suriname, SUR
135.647, 2011, Jan Average, Suriname, SUR
355.098, 2011, Feb Average, Suriname, SUR
503.812, 2011, Mar Average, Suriname, SUR
100.994, 2011, Apr Average, Suriname, SUR
410.645, 2011, May Average, Suriname, SUR
268.833, 2011, Jun Average, Suriname, SUR
224.171, 2011, Jul Average, Suriname, SUR
126.408, 2011, Aug Average, Suriname, SUR
57.4525, 2011, Sep Average, Suriname, SUR
109.403, 2011, Oct Average, Suriname, SUR
100.355, 2011, Nov Average, Suriname, SUR
111.321, 2011, Dec Average, Suriname, SUR
256.826, 2012, Jan Average, Suriname, SUR
323.887, 2012, Feb Average, Suriname, SUR
197.405, 2012, Mar Average, Suriname, SUR
364.103, 2012, Apr Average, Suriname, SUR
385.004, 2012, May Average, Suriname, SUR
192.076, 2012, Jun Average, Suriname, SUR
193.408, 2012, Jul Average, Suriname, SUR
173.756, 2012, Aug Average, Suriname, SUR
19.8269, 2012, Sep Average, Suriname, SUR
17.6729, 2012, Oct Average, Suriname, SUR
66.2908, 2012, Nov Average, Suriname, SUR
101.825, 2012, Dec Average, Suriname, SUR
88.6959, 2013, Jan Average, Suriname, SUR
369.579, 2013, Feb Average, Suriname, SUR
173.821, 2013, Mar Average, Suriname, SUR
338.929, 2013, Apr Average, Suriname, SUR
503.98, 2013, May Average, Suriname, SUR
230.677, 2013, Jun Average, Suriname, SUR
218.134, 2013, Jul Average, Suriname, SUR
211.925, 2013, Aug Average, Suriname, SUR
78.2999, 2013, Sep Average, Suriname, SUR
102.506, 2013, Oct Average, Suriname, SUR
112.711, 2013, Nov Average, Suriname, SUR
206.644, 2013, Dec Average, Suriname, SUR
174.591, 2014, Jan Average, Suriname, SUR
230.379, 2014, Feb Average, Suriname, SUR
128.88, 2014, Mar Average, Suriname, SUR
149.949, 2014, Apr Average, Suriname, SUR
273.765, 2014, May Average, Suriname, SUR
304.811, 2014, Jun Average, Suriname, SUR
301.46, 2014, Jul Average, Suriname, SUR
179.819, 2014, Aug Average, Suriname, SUR
33.3127, 2014, Sep Average, Suriname, SUR
31.3116, 2014, Oct Average, Suriname, SUR
127.784, 2014, Nov Average, Suriname, SUR
142.787, 2014, Dec Average, Suriname, SUR
241.495, 2015, Jan Average, Suriname, SUR
176.3, 2015, Feb Average, Suriname, SUR
230.22, 2015, Mar Average, Suriname, SUR
230.05, 2015, Apr Average, Suriname, SUR
434.031, 2015, May Average, Suriname, SUR
390.955, 2015, Jun Average, Suriname, SUR
255.797, 2015, Jul Average, Suriname, SUR
156.052, 2015, Aug Average, Suriname, SUR
50.174, 2015, Sep Average, Suriname, SUR
18.2314, 2015, Oct Average, Suriname, SUR
56.2158, 2015, Nov Average, Suriname, SUR
149.449, 2015, Dec Average, Suriname, SUR
90.4771, 2016, Jan Average, Suriname, SUR
222.146, 2016, Feb Average, Suriname, SUR
138.323, 2016, Mar Average, Suriname, SUR
372.214, 2016, Apr Average, Suriname, SUR
373.158, 2016, May Average, Suriname, SUR
297.388, 2016, Jun Average, Suriname, SUR
147.458, 2016, Jul Average, Suriname, SUR
153.852, 2016, Aug Average, Suriname, SUR
91.7237, 2016, Sep Average, Suriname, SUR
34.6525, 2016, Oct Average, Suriname, SUR
75.6619, 2016, Nov Average, Suriname, SUR
200.838, 2016, Dec Average, Suriname, SUR
8.14374, 1991, Jan Average, Thailand, THA
6.82322, 1991, Feb Average, Thailand, THA
31.4434, 1991, Mar Average, Thailand, THA
66.912, 1991, Apr Average, Thailand, THA
174.797, 1991, May Average, Thailand, THA
176.209, 1991, Jun Average, Thailand, THA
177.473, 1991, Jul Average, Thailand, THA
316.718, 1991, Aug Average, Thailand, THA
229.578, 1991, Sep Average, Thailand, THA
139.018, 1991, Oct Average, Thailand, THA
34.2847, 1991, Nov Average, Thailand, THA
33.6062, 1991, Dec Average, Thailand, THA
20.5627, 1992, Jan Average, Thailand, THA
19.8668, 1992, Feb Average, Thailand, THA
3.8896, 1992, Mar Average, Thailand, THA
27.1538, 1992, Apr Average, Thailand, THA
107.796, 1992, May Average, Thailand, THA
184.815, 1992, Jun Average, Thailand, THA
274.544, 1992, Jul Average, Thailand, THA
258.857, 1992, Aug Average, Thailand, THA
216.436, 1992, Sep Average, Thailand, THA
167.912, 1992, Oct Average, Thailand, THA
34.73, 1992, Nov Average, Thailand, THA
30.5036, 1992, Dec Average, Thailand, THA
15.5191, 1993, Jan Average, Thailand, THA
3.71684, 1993, Feb Average, Thailand, THA
60.1457, 1993, Mar Average, Thailand, THA
77.1177, 1993, Apr Average, Thailand, THA
172.972, 1993, May Average, Thailand, THA
138.449, 1993, Jun Average, Thailand, THA
167.208, 1993, Jul Average, Thailand, THA
217.427, 1993, Aug Average, Thailand, THA
248.801, 1993, Sep Average, Thailand, THA
114.121, 1993, Oct Average, Thailand, THA
42.3128, 1993, Nov Average, Thailand, THA
41.0696, 1993, Dec Average, Thailand, THA
3.75103, 1994, Jan Average, Thailand, THA
22.3376, 1994, Feb Average, Thailand, THA
92.6479, 1994, Mar Average, Thailand, THA
72.8312, 1994, Apr Average, Thailand, THA
246.218, 1994, May Average, Thailand, THA
290.168, 1994, Jun Average, Thailand, THA
196.314, 1994, Jul Average, Thailand, THA
306.527, 1994, Aug Average, Thailand, THA
249.517, 1994, Sep Average, Thailand, THA
97.8377, 1994, Oct Average, Thailand, THA
42.8753, 1994, Nov Average, Thailand, THA
18.7235, 1994, Dec Average, Thailand, THA
10.0561, 1995, Jan Average, Thailand, THA
8.14759, 1995, Feb Average, Thailand, THA
34.7092, 1995, Mar Average, Thailand, THA
51.7345, 1995, Apr Average, Thailand, THA
181.7, 1995, May Average, Thailand, THA
194.791, 1995, Jun Average, Thailand, THA
292.024, 1995, Jul Average, Thailand, THA
356.82, 1995, Aug Average, Thailand, THA
262.753, 1995, Sep Average, Thailand, THA
136.427, 1995, Oct Average, Thailand, THA
80.6804, 1995, Nov Average, Thailand, THA
18.0215, 1995, Dec Average, Thailand, THA
9.20778, 1996, Jan Average, Thailand, THA
29.9027, 1996, Feb Average, Thailand, THA
37.7718, 1996, Mar Average, Thailand, THA
151.155, 1996, Apr Average, Thailand, THA
163.351, 1996, May Average, Thailand, THA
236.209, 1996, Jun Average, Thailand, THA
205.631, 1996, Jul Average, Thailand, THA
249.968, 1996, Aug Average, Thailand, THA
332.984, 1996, Sep Average, Thailand, THA
152.724, 1996, Oct Average, Thailand, THA
126.081, 1996, Nov Average, Thailand, THA
36.2253, 1996, Dec Average, Thailand, THA
4.4287, 1997, Jan Average, Thailand, THA
19.63, 1997, Feb Average, Thailand, THA
49.6053, 1997, Mar Average, Thailand, THA
86.3647, 1997, Apr Average, Thailand, THA
119.521, 1997, May Average, Thailand, THA
129.881, 1997, Jun Average, Thailand, THA
230.369, 1997, Jul Average, Thailand, THA
277.84, 1997, Aug Average, Thailand, THA
221.909, 1997, Sep Average, Thailand, THA
146.785, 1997, Oct Average, Thailand, THA
43.5754, 1997, Nov Average, Thailand, THA
26.3457, 1997, Dec Average, Thailand, THA
9.29395, 1998, Jan Average, Thailand, THA
21.5984, 1998, Feb Average, Thailand, THA
18.3863, 1998, Mar Average, Thailand, THA
61.6109, 1998, Apr Average, Thailand, THA
173.389, 1998, May Average, Thailand, THA
204.117, 1998, Jun Average, Thailand, THA
212.086, 1998, Jul Average, Thailand, THA
269.977, 1998, Aug Average, Thailand, THA
228.123, 1998, Sep Average, Thailand, THA
129.244, 1998, Oct Average, Thailand, THA
90.8638, 1998, Nov Average, Thailand, THA
33.6859, 1998, Dec Average, Thailand, THA
28.7568, 1999, Jan Average, Thailand, THA
23.5607, 1999, Feb Average, Thailand, THA
49.9032, 1999, Mar Average, Thailand, THA
168.182, 1999, Apr Average, Thailand, THA
275.041, 1999, May Average, Thailand, THA
183.13, 1999, Jun Average, Thailand, THA
201.736, 1999, Jul Average, Thailand, THA
230.444, 1999, Aug Average, Thailand, THA
240.589, 1999, Sep Average, Thailand, THA
202.988, 1999, Oct Average, Thailand, THA
105.123, 1999, Nov Average, Thailand, THA
29.2707, 1999, Dec Average, Thailand, THA
16.7466, 2000, Jan Average, Thailand, THA
32.1918, 2000, Feb Average, Thailand, THA
37.2956, 2000, Mar Average, Thailand, THA
182.875, 2000, Apr Average, Thailand, THA
241.8, 2000, May Average, Thailand, THA
266.666, 2000, Jun Average, Thailand, THA
203.698, 2000, Jul Average, Thailand, THA
275.557, 2000, Aug Average, Thailand, THA
233.818, 2000, Sep Average, Thailand, THA
173.374, 2000, Oct Average, Thailand, THA
38.7208, 2000, Nov Average, Thailand, THA
29.5196, 2000, Dec Average, Thailand, THA
25.7952, 2001, Jan Average, Thailand, THA
7.60711, 2001, Feb Average, Thailand, THA
102.866, 2001, Mar Average, Thailand, THA
43.6106, 2001, Apr Average, Thailand, THA
228.831, 2001, May Average, Thailand, THA
208.701, 2001, Jun Average, Thailand, THA
184.408, 2001, Jul Average, Thailand, THA
271.113, 2001, Aug Average, Thailand, THA
224.106, 2001, Sep Average, Thailand, THA
185.27, 2001, Oct Average, Thailand, THA
48.8777, 2001, Nov Average, Thailand, THA
28.7286, 2001, Dec Average, Thailand, THA
6.71981, 2002, Jan Average, Thailand, THA
5.61561, 2002, Feb Average, Thailand, THA
47.8851, 2002, Mar Average, Thailand, THA
68.9622, 2002, Apr Average, Thailand, THA
225.844, 2002, May Average, Thailand, THA
187.452, 2002, Jun Average, Thailand, THA
177.193, 2002, Jul Average, Thailand, THA
306.178, 2002, Aug Average, Thailand, THA
304.62, 2002, Sep Average, Thailand, THA
122.254, 2002, Oct Average, Thailand, THA
101.847, 2002, Nov Average, Thailand, THA
60.1573, 2002, Dec Average, Thailand, THA
9.88147, 2003, Jan Average, Thailand, THA
22.4675, 2003, Feb Average, Thailand, THA
85.8271, 2003, Mar Average, Thailand, THA
60.1355, 2003, Apr Average, Thailand, THA
152.591, 2003, May Average, Thailand, THA
237.008, 2003, Jun Average, Thailand, THA
225.411, 2003, Jul Average, Thailand, THA
236.216, 2003, Aug Average, Thailand, THA
297.102, 2003, Sep Average, Thailand, THA
113.316, 2003, Oct Average, Thailand, THA
32.449, 2003, Nov Average, Thailand, THA
24.9914, 2003, Dec Average, Thailand, THA
16.546, 2004, Jan Average, Thailand, THA
36.913, 2004, Feb Average, Thailand, THA
16.3504, 2004, Mar Average, Thailand, THA
67.901, 2004, Apr Average, Thailand, THA
200.556, 2004, May Average, Thailand, THA
258.027, 2004, Jun Average, Thailand, THA
260.187, 2004, Jul Average, Thailand, THA
207.031, 2004, Aug Average, Thailand, THA
245.957, 2004, Sep Average, Thailand, THA
54.8636, 2004, Oct Average, Thailand, THA
33.9866, 2004, Nov Average, Thailand, THA
12.7185, 2004, Dec Average, Thailand, THA
8.80001, 2005, Jan Average, Thailand, THA
3.88862, 2005, Feb Average, Thailand, THA
35.0818, 2005, Mar Average, Thailand, THA
79.1809, 2005, Apr Average, Thailand, THA
153.183, 2005, May Average, Thailand, THA
213.76, 2005, Jun Average, Thailand, THA
233.231, 2005, Jul Average, Thailand, THA
224.519, 2005, Aug Average, Thailand, THA
324.984, 2005, Sep Average, Thailand, THA
113.356, 2005, Oct Average, Thailand, THA
99.0718, 2005, Nov Average, Thailand, THA
45.3601, 2005, Dec Average, Thailand, THA
10.3906, 2006, Jan Average, Thailand, THA
24.4034, 2006, Feb Average, Thailand, THA
60.1999, 2006, Mar Average, Thailand, THA
126.371, 2006, Apr Average, Thailand, THA
222.217, 2006, May Average, Thailand, THA
206.15, 2006, Jun Average, Thailand, THA
248.963, 2006, Jul Average, Thailand, THA
257.205, 2006, Aug Average, Thailand, THA
254.808, 2006, Sep Average, Thailand, THA
198.065, 2006, Oct Average, Thailand, THA
33.9337, 2006, Nov Average, Thailand, THA
18.9152, 2006, Dec Average, Thailand, THA
16.3288, 2007, Jan Average, Thailand, THA
10.3168, 2007, Feb Average, Thailand, THA
35.9884, 2007, Mar Average, Thailand, THA
108.99, 2007, Apr Average, Thailand, THA
296.169, 2007, May Average, Thailand, THA
220.265, 2007, Jun Average, Thailand, THA
203.095, 2007, Jul Average, Thailand, THA
229.719, 2007, Aug Average, Thailand, THA
242.633, 2007, Sep Average, Thailand, THA
213.228, 2007, Oct Average, Thailand, THA
42.4893, 2007, Nov Average, Thailand, THA
15.705, 2007, Dec Average, Thailand, THA
24.4486, 2008, Jan Average, Thailand, THA
30.3624, 2008, Feb Average, Thailand, THA
41.8863, 2008, Mar Average, Thailand, THA
128.356, 2008, Apr Average, Thailand, THA
211.231, 2008, May Average, Thailand, THA
224.684, 2008, Jun Average, Thailand, THA
214.412, 2008, Jul Average, Thailand, THA
216.514, 2008, Aug Average, Thailand, THA
